domain,status,strategy,filename,hash,error
howdengroupholdings.com,success,img-or-favicon,howdengroupholdings.com_aa243ff82e232023a05c8866a9803eb5.png,aa243ff82e232023a05c8866a9803eb5,
kiavacaville.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://kiavacaville.com/
Call log:
  - navigating to ""https://kiavacaville.com/"", waiting until ""load""
"
captrain.pl,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://captrain.pl/"", waiting until ""load""
"
kiajc.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://kiajc.com/
Call log:
  - navigating to ""https://kiajc.com/"", waiting until ""load""
"
kiaofstcatharines.com,fail,,,,No logo found
toyotasud.ro,success,img-or-favicon,toyotasud.ro_f00aa2aef8fd4b8651cd8de4c7ab0945.png,f00aa2aef8fd4b8651cd8de4c7ab0945,
allianz.ua,fail,,,,Image fetch failed
freseniuskidneycare.cn,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://freseniuskidneycare.cn/
Call log:
  - navigating to ""https://freseniuskidneycare.cn/"", waiting until ""load""
"
mitsubishielectric.com.sg,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://mitsubishielectric.com.sg/"", waiting until ""load""
"
savethechildren.nl,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
sanlorenzo.com.pe,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://sanlorenzo.com.pe/"", waiting until ""load""
"
kiamotors.com.kh,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://kiamotors.com.kh/
Call log:
  - navigating to ""https://kiamotors.com.kh/"", waiting until ""load""
"
vectorinfotech.my,success,img-or-favicon,vectorinfotech.my_6834604c9b07e193ab386f2da1b8ba27.png,6834604c9b07e193ab386f2da1b8ba27,
isuzu.com,fail,,,,"APIRequestContext.get: unable to verify the first certificate
Call log:
  - → GET https://isuzu.com/wp-content/uploads/2015/11/Isuzu_big_new.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: _ga=GA1.2.1631965515.1751818165; _gid=GA1.2.1293755969.1751818165; _gat=1; JSESSIONID=8EAAFAF2EB3B2C767AD215B1977998E5; _ga_WD9EMDT00M=GS2.2.s1751818165$o1$g0$t1751818165$j60$l0$h0
"
pefc.es,success,img-or-favicon,pefc.es_cf2fee264137a993c48b7bfd49a0bf81.ico,cf2fee264137a993c48b7bfd49a0bf81,
decathlon.cz,success,img-or-favicon,decathlon.cz_c7f58459fa862f321f810057dc3df22f.jpg,c7f58459fa862f321f810057dc3df22f,
mazdaofportcharlotte.com,fail,,,,No logo found
mazdaofcolumbia.com,fail,,,,No logo found
kiaofoldsaybrook.com,fail,,,,No logo found
duracell.in,success,inline-svg,duracell.in_d096e559c2c5c803a740f6779f4f7019.svg,d096e559c2c5c803a740f6779f4f7019,
aad-insurance.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://aad-insurance.com/"", waiting until ""load""
"
sonepar.pt,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://sonepar.pt/
Call log:
  - navigating to ""https://sonepar.pt/"", waiting until ""load""
"
lunarclient.com,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
allianzportugal.pt,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://allianzportugal.pt/
Call log:
  - navigating to ""https://allianzportugal.pt/"", waiting until ""load""
"
mazdaofsouthcharlotte.com,fail,,,,No logo found
rotaryclubmedellin.org,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://rotaryclubmedellin.org/"", waiting until ""load""
"
synergie.es,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
duracell.com.tr,success,inline-svg,duracell.com.tr_6ec407e95f747bde096174eafc0f26f6.svg,6ec407e95f747bde096174eafc0f26f6,
saint-gobain.com.co,fail,,,,No logo found
affresco-decor.com,fail,,,,No logo found
starkey.co.uk,fail,,,,"APIRequestContext.get: unable to verify the first certificate
Call log:
  - → GET https://starkey.co.uk/-/media/ConsumerSites/Images/Renderings/Parameters/FullWidth/Starkey/edge-ai-logo-white
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: CONSENTMGR=c1:0%7Cc2:0%7Cc3:0%7Cc4:0%7Cc5:0%7Cc6:0%7Cc7:0%7Cc8:0%7Cc9:0%7Cc10:0%7Cc11:0%7Cc12:0%7Cc13:0%7Cc14:0%7Cc15:0%7Cc16:0%7Cts:1751818275124%7Cconsent:false; utag_main=v_id:0197e08189370021558b3f0e3c6800029001a021007e8$_sn:1$_se:1$_ss:1$_st:1751820075128$ses_id:1751818275128%3Bexp-session$_pn:1%3Bexp-session
"
risogallo.it,fail,,,,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://risogallo.it/
Call log:
  - navigating to ""https://risogallo.it/"", waiting until ""load""
"
subway.com.tw,fail,,,,Image fetch failed
trulynolengoias.com.br,success,img-or-favicon,trulynolengoias.com.br_c67250a2e7cd72cad8261a594739fce4.png,c67250a2e7cd72cad8261a594739fce4,
wuerth.co.th,fail,,,,"Page.goto: net::ERR_CONNECTION_REFUSED at https://wuerth.co.th/
Call log:
  - navigating to ""https://wuerth.co.th/"", waiting until ""load""
"
kiaofwestchester.com,fail,,,,No logo found
mcdonalds.com.jo,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://mcdonalds.com.jo/"", waiting until ""load""
"
mercyships.ch,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
altenromania.ro,fail,,,,"APIRequestContext.get: unable to verify the first certificate
Call log:
  - → GET https://altenromania.ro/wp-content/themes/alten/img/cropped-favicon-alten-1-32x32.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
"
mercyships.org.au,success,img-or-favicon,mercyships.org.au_c28c50282186657ba72349c5c8ce156b.svg,c28c50282186657ba72349c5c8ce156b,
astrazeneca.dk,fail,,,,"APIRequestContext.get: getaddrinfo ENOTFOUND www.astrazeneca.dketc
Call log:
  - → GET https://astrazeneca.dk/etc/designs/az/img/logo-az-condensed.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: AWSALB=xetkVwT5aCVi3Pd0AWAZ9dkL9oyetHVAYMbX8LytGOZ10F1HF6OfFn8dOR52zZ/i9lq76IQGRVTB0ZH5ZwNyBIqtteIj+QPOUt+6T8NOQegDYDvnP55Bs/2V9Hm/; AWSALBCORS=xetkVwT5aCVi3Pd0AWAZ9dkL9oyetHVAYMbX8LytGOZ10F1HF6OfFn8dOR52zZ/i9lq76IQGRVTB0ZH5ZwNyBIqtteIj+QPOUt+6T8NOQegDYDvnP55Bs/2V9Hm/; utag_main=v_id:0197e082d2440029687e1d13a0e000029001b021007e8$_sn:1$_se:1$_ss:1$_st:1751820159365$ses_id:1751818359365%3Bexp-session$_pn:1%3Bexp-session
  - ← 301 Moved Permanently
    - date: Sun, 06 Jul 2025 16:12:40 GMT
    - content-type: text/html; charset=iso-8859-1
    - content-length: 274
    - connection: keep-alive
    - set-cookie: AWSALB=G4lM2ddBV7Q7mYgF3N8Nd5qKF8BQx5VT4Ixhd8cBbjeIiViNX6UPDueSaM4yy3IMkT0kRhUndf+0JqifqezttI4+U4bHuQFu/raVBE4Ps28RR8ZGFWTmqM8y6wGE; Expires=Sun, 13 Jul 2025 16:12:40 GMT; Path=/,AWSALBCORS=G4lM2ddBV7Q7mYgF3N8Nd5qKF8BQx5VT4Ixhd8cBbjeIiViNX6UPDueSaM4yy3IMkT0kRhUndf+0JqifqezttI4+U4bHuQFu/raVBE4Ps28RR8ZGFWTmqM8y6wGE; Expires=Sun, 13 Jul 2025 16:12:40 GMT; Path=/; SameSite=None; Secure
    - server: Apache
    - location: https://www.astrazeneca.dketc/designs/az/img/logo-az-condensed.png
  - → GET https://www.astrazeneca.dketc/designs/az/img/logo-az-condensed.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
"
toyota-corbeil.fr,fail,,,,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://toyota-corbeil.fr/
Call log:
  - navigating to ""https://toyota-corbeil.fr/"", waiting until ""load""
"
saint-gobain.ar,fail,,,,No logo found
adra.org.au,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://adra.org.au/"", waiting until ""load""
"
rexel.se,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
allianz.ie,success,img-or-favicon,allianz.ie_fc7da02b618b794a04420698251c3484.png,fc7da02b618b794a04420698251c3484,
worldvision.org.uk,fail,,,,"APIRequestContext.get: unable to verify the first certificate
Call log:
  - → GET https://worldvision.org.uk/media/zdmhnmod/wvuk-logo-2025.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: optimizelyEndUserId=oeu1751818398916r0.24155450281832636; optimizelyRedirectData=a=25756340826&aId=1751818398916&as=&cN=js&cV=0.225.0&d=0f0a268f-1361-4502-9ac0-0ae60dfc774c&i=oeu1751818398916r0.24155450281832636&iS.google_analytics_4=%7B%22is_using_gtm%22%3A%22on%22%7D&isv=2&l=6176791572774912&lN=Copy%20of%20TestID%2039%3A%20Homepage%20Australia%20wireframe%20(CS)&lP=single_experiment&n=920&ns=25898960389&p=25898960389&r=&s=10d42e8b-48ad-4817-ab7d-45e3238e893e&t=1751818398929&v=4772954400096256&vN=Variation%20%231&x=6358391191240704&xN=Copy%20of%20TestID%2039%3A%20Homepage%20Australia%20wireframe%20(CS)
"
isover.de,fail,,,,No logo found
sonepar.com.sg,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://sonepar.com.sg/
Call log:
  - navigating to ""https://sonepar.com.sg/"", waiting until ""load""
"
sekulin-allianz.de,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
toyota-montluel.fr,fail,,,,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://toyota-montluel.fr/
Call log:
  - navigating to ""https://toyota-montluel.fr/"", waiting until ""load""
"
dci.co.th,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://dci.co.th/
Call log:
  - navigating to ""https://dci.co.th/"", waiting until ""load""
"
goliathgames.es,success,img-or-favicon,goliathgames.es_4f990b3fb90804bccf78614c96e40a3d.png,4f990b3fb90804bccf78614c96e40a3d,
fmc-symposium.cz,fail,,,,"Page.goto: net::ERR_CONNECTION_REFUSED at https://fmc-symposium.cz/
Call log:
  - navigating to ""https://fmc-symposium.cz/"", waiting until ""load""
"
nissanofgardencity.com,fail,,,,No logo found
mazda.com.kh,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://mazda.com.kh/
Call log:
  - navigating to ""https://mazda.com.kh/"", waiting until ""load""
"
toyota-chartres.fr,fail,,,,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://toyota-chartres.fr/
Call log:
  - navigating to ""https://toyota-chartres.fr/"", waiting until ""load""
"
avis-taiwan.com,fail,,,,"Page.goto: net::ERR_CONNECTION_RESET at https://avis-taiwan.com/
Call log:
  - navigating to ""https://avis-taiwan.com/"", waiting until ""load""
"
metlife.com.uy,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://metlife.com.uy/
Call log:
  - navigating to ""https://metlife.com.uy/"", waiting until ""load""
"
thebodyshop.com.br,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://thebodyshop.com.br/
Call log:
  - navigating to ""https://thebodyshop.com.br/"", waiting until ""load""
"
wurth.co.ke,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://wurth.co.ke/"", waiting until ""load""
"
renaultmonterrey.com,success,inline-svg,renaultmonterrey.com_016061f67428406b1af60acf56ab8a9f.svg,016061f67428406b1af60acf56ab8a9f,
weidner.ca,success,img-or-favicon,weidner.ca_052c8d9a2ecbbb1a3af33830b96b2f55.png,052c8d9a2ecbbb1a3af33830b96b2f55,
aiesec.org.es,success,img-or-favicon,aiesec.org.es_040472441b891fc2c36cbd795f2a9d6c.png,040472441b891fc2c36cbd795f2a9d6c,
trulynolenparaiba.com.br,success,img-or-favicon,trulynolenparaiba.com.br_9709a2dfe190addbc7b9cbf378f661cf.png,9709a2dfe190addbc7b9cbf378f661cf,
mazdaofconshohocken.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://mazdaofconshohocken.com/
Call log:
  - navigating to ""https://mazdaofconshohocken.com/"", waiting until ""load""
"
infiniti.com.tw,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://infiniti.com.tw/
Call log:
  - navigating to ""https://infiniti.com.tw/"", waiting until ""load""
"
extremeadventureraces.com,success,img-or-favicon,extremeadventureraces.com_187e9248c99076bee680b910cc39c64a.png,187e9248c99076bee680b910cc39c64a,
norauto.com,fail,,,,No logo found
isover.lv,fail,,,,No logo found
pepsico.com.pk,success,inline-svg,pepsico.com.pk_4227bc140bba4e61ede25ba27e739d67.svg,4227bc140bba4e61ede25ba27e739d67,
renault-chihuahua.com,success,inline-svg,renault-chihuahua.com_016061f67428406b1af60acf56ab8a9f.svg,016061f67428406b1af60acf56ab8a9f,
duracell.es,success,inline-svg,duracell.es_c0c73214b2c636564a3c57226fa986e8.svg,c0c73214b2c636564a3c57226fa986e8,
acuraofwappingersfalls.com,fail,,,,No logo found
isover.com.ar,fail,,,,No logo found
atalian.sg,fail,,,,No logo found
subarumidlandodessa.com,success,img-or-favicon,subarumidlandodessa.com_ec32f91c5bdfe3933e2d53295bf3cdef.jpg,ec32f91c5bdfe3933e2d53295bf3cdef,
msd-animal-health.es,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://msd-animal-health.es/
Call log:
  - navigating to ""https://msd-animal-health.es/"", waiting until ""load""
"
path-solutions.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://path-solutions.com/"", waiting until ""load""
"
wwf.org.nz,success,img-or-favicon,wwf.org.nz_6b79de98819b84b74570fdd4b8108b85.ico,6b79de98819b84b74570fdd4b8108b85,
tupperware.com.vn,fail,,,,"Page.goto: net::ERR_CERT_DATE_INVALID at https://tupperware.com.vn/
Call log:
  - navigating to ""https://tupperware.com.vn/"", waiting until ""load""
"
zkteco.com.pk,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://zkteco.com.pk/
Call log:
  - navigating to ""https://zkteco.com.pk/"", waiting until ""load""
"
digilite.com.au,fail,,,,No logo found
mazdaofalexandria.com,fail,,,,No logo found
aquatherm-belux.be,success,img-or-favicon,aquatherm-belux.be_13f1c196a0ba1eb671920ae18879f211.svg,13f1c196a0ba1eb671920ae18879f211,
dmcihomes.jp,fail,,,,"Page.goto: net::ERR_CONNECTION_CLOSED at https://dmcihomes.jp/
Call log:
  - navigating to ""https://dmcihomes.jp/"", waiting until ""load""
"
aeccglobal.co.th,fail,,,,"APIRequestContext.get: getaddrinfo ENOTFOUND www.aeccglobal.co.thimages
Call log:
  - → GET https://aeccglobal.co.th/images/new-logo.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: _gcl_au=1.1.1265807092.1751818631; _ga_RG8FWG2LFJ=GS2.1.s1751818630$o1$g0$t1751818630$j60$l0$h0; _ga=GA1.3.2097055753.1751818631; _gid=GA1.3.1472604778.1751818631; _gat_gtag_UA_63122641_8=1; _fbp=fb.2.1751818631029.189302902970693289; sales1.aeccglobal-_zldp=%2BiIHmhKe3eRJ3VZuo9pBmOR6P0ZNemtskXlpZnbMCnSiCy7S5NV%2BiMIqQqo1x%2BYZ%2FitTzcmL7Ag%3D; sales1.aeccglobal-_zldt=410aa22a-4742-4b28-87ad-95614cb62b0b-1; COOKIE_SHARING=%7B%22actualValue%22%3Afalse%2C%22MOE_DATA_TYPE%22%3A%22boolean%22%7D; moe_uuid=9053e03b-6253-45b2-9854-4bb97ac8be7f
  - ← 301 Moved Permanently
    - date: Sun, 06 Jul 2025 16:17:17 GMT
    - content-type: text/html; charset=iso-8859-1
    - transfer-encoding: chunked
    - connection: keep-alive
    - server: cloudflare
    - nel: {""report_to"":""cf-nel"",""success_fraction"":0.0,""max_age"":604800}
    - x-content-type-options: nosniff
    - location: https://www.aeccglobal.co.thimages/new-logo.png
    - cache-control: max-age=2678400
    - expires: Sun, 06 Jul 2025 16:17:17 GMT
    - cf-cache-status: EXPIRED
    - vary: accept-encoding
    - report-to: {""group"":""cf-nel"",""max_age"":604800,""endpoints"":[{""url"":""https://a.nel.cloudflare.com/report/v4?s=cLRtXuM8ldfh7xN826amz%2FgmhC7BcFy28186XMOuZ2CtfxJR%2B5vxdPsMlm20jK11DkEalYloHZ%2FiCemgDKiv2g5pcXK8%2BU99ZGH%2FdvDFOCUpvLjTfCeYY9sWMA%3D%3D""}]}
    - cf-ray: 95b0694f88dee3dd-OTP
    - alt-svc: h3="":443""; ma=86400
  - → GET https://www.aeccglobal.co.thimages/new-logo.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
"
kiamotors.com.co,success,img-or-favicon,kiamotors.com.co_b26139ee70f17582ff6c8cf5c4b60acf.svg,b26139ee70f17582ff6c8cf5c4b60acf,
renaultpatriotismo.com.mx,success,inline-svg,renaultpatriotismo.com.mx_016061f67428406b1af60acf56ab8a9f.svg,016061f67428406b1af60acf56ab8a9f,
manpower.co.za,fail,,,,No logo found
allianz-sebastiankoch.de,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
trulynolencampogrande.com.br,success,img-or-favicon,trulynolencampogrande.com.br_c67250a2e7cd72cad8261a594739fce4.png,c67250a2e7cd72cad8261a594739fce4,
aamcogreensburgpa.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://aamcogreensburgpa.com/"", waiting until ""load""
"
pkfcemac.com,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
orbico.com.mk,fail,,,,No logo found
lghealthjobs.org,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://lghealthjobs.org/
Call log:
  - navigating to ""https://lghealthjobs.org/"", waiting until ""load""
"
renaulttepic.mx,success,inline-svg,renaulttepic.mx_016061f67428406b1af60acf56ab8a9f.svg,016061f67428406b1af60acf56ab8a9f,
einhell.pl,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
duracell.pl,success,inline-svg,duracell.pl_c0c73214b2c636564a3c57226fa986e8.svg,c0c73214b2c636564a3c57226fa986e8,
allianz-reiseschutz.de,fail,,,,Image fetch failed
rinnai.com.tw,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://rinnai.com.tw/
Call log:
  - navigating to ""https://rinnai.com.tw/"", waiting until ""load""
"
aiesec.gr,success,img-or-favicon,aiesec.gr_c210a5e7d9df990beb92de3354b25325.jpg,c210a5e7d9df990beb92de3354b25325,
linexranchocordova.com,fail,,,,No logo found
starbucks.com.gr,success,inline-svg,starbucks.com.gr_5ab906b901de724d98ac4d957b181721.svg,5ab906b901de724d98ac4d957b181721,
isover.fi,fail,,,,No logo found
mazdaofnewrochelle.com,fail,,,,No logo found
cleansui-usa.com,fail,,,,No logo found
budgetqatar.com,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://budgetqatar.com/
Call log:
  - navigating to ""https://budgetqatar.com/"", waiting until ""load""
"
svnnc.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://svnnc.com/"", waiting until ""load""
"
chicco.com.tr,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
allianz.sg,fail,,,,Image fetch failed
pepsico.com.co,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://pepsico.com.co/"", waiting until ""load""
"
pepsico.fr,success,inline-svg,pepsico.fr_6ce9f4c2ecec861fec504b679c00d833.svg,6ce9f4c2ecec861fec504b679c00d833,
designpluz.com,success,img-or-favicon,designpluz.com_f68230854c66328aa0111601f4df97dc.svg,f68230854c66328aa0111601f4df97dc,
vwswestgarth.com,fail,,,,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://vwswestgarth.com/
Call log:
  - navigating to ""https://vwswestgarth.com/"", waiting until ""load""
"
mitsubishielectricmalaysia.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://mitsubishielectricmalaysia.com/
Call log:
  - navigating to ""https://mitsubishielectricmalaysia.com/"", waiting until ""load""
"
acuraofpeabody.com,fail,,,,No logo found
eis.com.tr,fail,,,,No logo found
starkey.com.br,fail,,,,"APIRequestContext.get: unable to verify the first certificate
Call log:
  - → GET https://starkey.com.br/-/media/ConsumerSites/Images/DataItems/Starkey%20Branded/logo-starkey.svg
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: dtCookie=v_4_srv_1_sn_CE839CEBAD2E3C11EA94EAE9B733112E_perc_100000_ol_0_mul_1_app-3A4b23167f65ae0805_1_rcs-3Acss_0; rxVisitor=17518188636557ELKKJR90PO1TN8BJ4TLADQ6IA301O6J; dtSa=-; utag_main=v_id:0197e08a862600028f9cdae834bf00029001b021007e8$_sn:1$_se:1$_ss:1$_st:1751820664167$ses_id:1751818864167%3Bexp-session$_pn:1%3Bexp-session; __trf.src=encoded_eyJmaXJzdF9zZXNzaW9uIjp7InZhbHVlIjoiKG5vbmUpIiwiZXh0cmFfcGFyYW1zIjp7fX0sImN1cnJlbnRfc2Vzc2lvbiI6eyJ2YWx1ZSI6Iihub25lKSIsImV4dHJhX3BhcmFtcyI6e319LCJjcmVhdGVkX2F0IjoxNzUxODE4ODY1MjY0fQ==; rxvt=1751820668475|1751818863656; rdtrk=%7B%22id%22%3A%2251b9f4a6-52b1-4d19-9009-c124ae6f90c8%22%7D; dtPC=1$418863654_353h-vIMVQKPCSVHRLBRGMRJMSUWODORCKKTDA-0e0
"
siiora.org,success,img-or-favicon,siiora.org_2ad46c571459df5ea256fd2da9e2e837.png,2ad46c571459df5ea256fd2da9e2e837,
mazdaofwooster.com,fail,,,,No logo found
medef-ardennes.com,fail,,,,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://medef-ardennes.com/
Call log:
  - navigating to ""https://medef-ardennes.com/"", waiting until ""load""
"
intersport.nl,fail,,,,"APIRequestContext.get: Protocol ""data:"" not supported. Expected ""http:"""
cfmotoindia.com,fail,,,,"Page.goto: net::ERR_CERT_DATE_INVALID at https://cfmotoindia.com/
Call log:
  - navigating to ""https://cfmotoindia.com/"", waiting until ""load""
"
cdlvitoria.com.br,success,img-or-favicon,cdlvitoria.com.br_aae4c9238bf47e3d5f5756c46df99b86.png,aae4c9238bf47e3d5f5756c46df99b86,
hsbcsaudi.com,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://hsbcsaudi.com/
Call log:
  - navigating to ""https://hsbcsaudi.com/"", waiting until ""load""
"
countryroadsford.net,fail,,,,No logo found
shimadzu-techno.co.jp,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://shimadzu-techno.co.jp/
Call log:
  - navigating to ""https://shimadzu-techno.co.jp/"", waiting until ""load""
"
hyundaiofchatham.ca,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://hyundaiofchatham.ca/"", waiting until ""load""
"
toyota-niederberger.at,success,img-or-favicon,toyota-niederberger.at_ce21cbdd9b894e6af794813eb3fdaf60.png,ce21cbdd9b894e6af794813eb3fdaf60,
chubblifefund.com.vn,fail,,,,"Page.goto: net::ERR_CERT_DATE_INVALID at https://chubblifefund.com.vn/
Call log:
  - navigating to ""https://chubblifefund.com.vn/"", waiting until ""load""
"
crocs.com.ec,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://crocs.com.ec/"", waiting until ""load""
"
astrazeneca.com.tr,fail,,,,"APIRequestContext.get: getaddrinfo ENOTFOUND www.astrazeneca.com.tretc
Call log:
  - → GET https://astrazeneca.com.tr/etc/designs/az/img/logo-az-condensed.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
    - cookie: AWSALB=v8oGWaJbtAPQy0h9v4NWXtL57xYXBV/mdqrKOZNouRbYajk6n4XVvYR+loryMoNKdnFO4HevzxApghJRVluwGBtyXG27xuArZ/3vkLbrc0M3zCacTiEfovE1YeCH; AWSALBCORS=v8oGWaJbtAPQy0h9v4NWXtL57xYXBV/mdqrKOZNouRbYajk6n4XVvYR+loryMoNKdnFO4HevzxApghJRVluwGBtyXG27xuArZ/3vkLbrc0M3zCacTiEfovE1YeCH; utag_main=v_id:0197e08c04bf000b637fe459ea5500029001f021007e8$_sn:1$_se:1$_ss:1$_st:1751820762113$ses_id:1751818962113%3Bexp-session$_pn:1%3Bexp-session
  - ← 301 Moved Permanently
    - date: Sun, 06 Jul 2025 16:22:43 GMT
    - content-type: text/html; charset=iso-8859-1
    - content-length: 278
    - connection: keep-alive
    - set-cookie: AWSALB=a4WcdKevjfSYx6KjqgPJoHTlQFxpV9+W/ayKuE9lSsrAEdrolQSEQRQW6XArvF1u1o8dY5oYZtRCHvNeKzTFmtRGnjkjeq9s2jTl9c8LL9vzuMpYAikSZhHTRvXX; Expires=Sun, 13 Jul 2025 16:22:43 GMT; Path=/,AWSALBCORS=a4WcdKevjfSYx6KjqgPJoHTlQFxpV9+W/ayKuE9lSsrAEdrolQSEQRQW6XArvF1u1o8dY5oYZtRCHvNeKzTFmtRGnjkjeq9s2jTl9c8LL9vzuMpYAikSZhHTRvXX; Expires=Sun, 13 Jul 2025 16:22:43 GMT; Path=/; SameSite=None; Secure
    - server: Apache
    - location: https://www.astrazeneca.com.tretc/designs/az/img/logo-az-condensed.png
  - → GET https://www.astrazeneca.com.tretc/designs/az/img/logo-az-condensed.png
    - user-agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64)
    - accept: */*
    - accept-encoding: gzip,deflate,br
"
svndesertcommercial.com,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://svndesertcommercial.com/"", waiting until ""load""
"
deswam.in,fail,,,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://deswam.in/
Call log:
  - navigating to ""https://deswam.in/"", waiting until ""load""
"
toyota-paris5.fr,fail,,,,"Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://toyota-paris5.fr/
Call log:
  - navigating to ""https://toyota-paris5.fr/"", waiting until ""load""
"
toysrus.com.sa,fail,,,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://toysrus.com.sa/
Call log:
  - navigating to ""https://toysrus.com.sa/"", waiting until ""load""
"
toyotabatangas.com.ph,fail,,,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://toyotabatangas.com.ph/"", waiting until ""load""
"
